PDB	CHAIN	SP_PRIMARY	PFAM_ID	COVERAGE
9hiy	J	P50613	PF00069	1
9hj0	H	P51948	PF25811	1
9hj0	I	P51946	PF16899	1
9hj0	I	P51946	PF00134	1
9hj0	J	P50613	PF00069	1
9hj1	A	P20248	PF16500	1
9hj1	A	P20248	PF02984	1
9hj1	A	P20248	PF00134	1
9hj1	B	P24941	PF00069	1
9hjq	A	O75116	PF00069	1
9hjq	B	O75116	PF00069	1
9hk5	A	P19784	PF00069	1
9hkp	A	P68400	PF00069	1
9hkp	B	P68400	PF00069	1
9hks	A	P68400	PF00069	1
9hks	B	P68400	PF00069	1
9hl0	A	P68400	PF00069	1
9hl0	B	P68400	PF00069	1
9hl7	B	P68400	PF00069	1
9hl7	C	P68400	PF00069	1
9hm1	A	P49841	PF00069	1
9hph	A	P68400	PF00069	1
9hph	B	P68400	PF00069	1
9hrc	A	Q9HBH9	PF00069	1
9huk	A	P49841	PF00069	1
9huk	B	P49841	PF00069	1
9hul	A	P49841	PF00069	1
9hul	B	P49841	PF00069	1
9hv3	A	P49841	PF00069	1
9hv3	B	P49841	PF00069	1
9hxu	A	P68400	PF00069	1
9hxu	B	P68400	PF00069	1
9hy8	A	Q13546	PF07714	1
9hy8	B	Q13546	PF07714	1
9hy9	A	Q13546	PF07714	1
9hy9	B	Q13546	PF07714	1
9hyh	A	P68400	PF00069	1
9hyh	B	P68400	PF00069	1
9hz0	A	O14733	PF00069	1
9hzh	A	P68400	PF00069	1
9hzh	B	P68400	PF00069	1
9i0z	A	P68400	PF00069	1
9i10	A	P68400	PF00069	1
9i11	A	P68400	PF00069	1
9i12	A	P68400	PF00069	1
9i13	A	P68400	PF00069	1
9i17	A	P68400	PF00069	1
9i9i	H	P51948	PF25811	1
9i9i	H	P51948	PF06391	1
9i9i	H	P51948	PF17121	1
9i9i	I	P51946	PF00134	1
9i9i	I	P51946	PF16899	1
9i9i	J	P50613	PF00069	1
9i9i	K	P21127	PF00069	1
9i9j	H	P51948	PF06391	1
9i9j	H	P51948	PF25811	1
9i9j	H	P51948	PF17121	1
9i9j	I	P51946	PF00134	1
9i9j	I	P51946	PF16899	1
9i9j	J	P50613	PF00069	1
9i9j	K	P24941	PF00069	1
9i9k	H	P51948	PF25811	1
9i9k	H	P51948	PF06391	1
9i9k	H	P51948	PF17121	1
9i9k	I	P51946	PF00134	1
9i9k	I	P51946	PF16899	1
9i9k	J	P50613	PF00069	1
9i9k	K	P24941	PF00069	1
9ic2	A	P54646	PF00069	1
9ihg	A	P19784	PF00069	1
9ihi	A	P19784	PF00069	1
9iic	A	Q13043	PF00069	1
9iic	B	Q13043	PF00069	1
9iic	C	Q96EP0	PF22191	1
9iic	C	Q96EP0	PF18091	1
9iic	D	Q96EP0	PF18091	1
9iic	D	Q96EP0	PF22191	1
9ijj	1A	Q7TPM5	PF15120	1
9ijj	1B	Q7TPM5	PF15120	1
9ijj	1C	Q7TPM5	PF15120	1
9ijj	1D	Q7TPM5	PF15120	1
9ijj	1E	Q7TPM5	PF15120	1
9ijj	1F	Q7TPM5	PF15120	1
9ijj	1G	Q7TPM5	PF15120	1
9ijj	1I	Q7TPM5	PF15120	1
9ijj	1J	Q7TPM5	PF15120	1
9ijj	1K	Q7TPM5	PF15120	1
9ijj	1L	Q7TPM5	PF15120	1
9ijj	1M	Q7TPM5	PF15120	1
9ijj	1N	Q7TPM5	PF15120	1
9ijj	1O	Q7TPM5	PF15120	1
9ijj	1P	Q7TPM5	PF15120	1
9ijj	1Q	Q7TPM5	PF15120	1
9ijj	1R	Q7TPM5	PF15120	1
9ijj	1S	Q7TPM5	PF15120	1
9ijj	1T	Q7TPM5	PF15120	1
9ijj	1U	Q7TPM5	PF15120	1
9ijj	1V	Q7TPM5	PF15120	1
9ijj	1W	Q7TPM5	PF15120	1
9ijj	1X	Q7TPM5	PF15120	1
9ijj	1Y	Q7TPM5	PF15120	1
9ijj	1Z	Q7TPM5	PF15120	1
9ijj	1a	Q7TPM5	PF15120	1
9ijj	1b	Q7TPM5	PF15120	1
9ijj	1c	Q7TPM5	PF15120	1
9ijj	1d	Q7TPM5	PF15120	1
9ijj	1e	Q7TPM5	PF15120	1
9ijj	1f	Q7TPM5	PF15120	1
9ijj	1g	Q7TPM5	PF15120	1
9ijj	1h	Q7TPM5	PF15120	1
9ijj	1i	Q7TPM5	PF15120	1
9ijj	1j	Q7TPM5	PF15120	1
9ijj	1k	Q7TPM5	PF15120	1
9ijj	2A	Q7TPM5	PF15120	1
9ijj	2B	Q7TPM5	PF15120	1
9ijj	2C	Q7TPM5	PF15120	1
9ijj	2D	Q7TPM5	PF15120	1
9ijj	2E	Q7TPM5	PF15120	1
9ijj	2F	Q7TPM5	PF15120	1
9ijj	2G	Q7TPM5	PF15120	1
9ijj	2H	Q7TPM5	PF15120	1
9ijj	2I	Q7TPM5	PF15120	1
9ijj	2J	Q7TPM5	PF15120	1
9ijj	2K	Q7TPM5	PF15120	1
9ijj	2L	Q7TPM5	PF15120	1
9ijj	2M	Q7TPM5	PF15120	1
9ijj	2N	Q7TPM5	PF15120	1
9ijj	2O	Q7TPM5	PF15120	1
9ijj	2P	Q7TPM5	PF15120	1
9ijj	2Q	Q7TPM5	PF15120	1
9ijj	2R	Q7TPM5	PF15120	1
9ijj	2S	Q7TPM5	PF15120	1
9ijj	2T	Q7TPM5	PF15120	1
9ijj	2U	Q7TPM5	PF15120	1
9ijj	2V	Q7TPM5	PF15120	1
9ijj	3B	Q9D552	PF00612	1
9ijj	3C	Q9D552	PF00612	1
9ijj	3D	P0DP26	PF13499	1
9ijj	3E	P0DP26	PF13499	1
9ijj	3F	P0DP26	PF13499	1
9ijj	3G	P0DP26	PF13499	1
9ijj	3H	P0DP26	PF13499	1
9ijj	3I	P0DP26	PF13499	1
9ijj	3J	P0DP26	PF13499	1
9ijj	3K	Q6NZQ0	PF14769	1
9ijj	3L	Q6NZQ0	PF14769	1
9ijj	3M	Q6NZQ0	PF14769	1
9ijj	3N	Q6NZQ0	PF14769	1
9ijj	3O	Q6NZQ0	PF14769	1
9ijj	3P	Q6NZQ0	PF14769	1
9ijj	3Q	A0A2I3BRK9	PF02493	1
9ijj	3R	A0A2I3BRK9	PF02493	1
9ijj	3S	A0A2I3BRK9	PF02493	1
9ijj	3T	Q99LT0	PF05186	1
9ijj	3U	Q99LT0	PF05186	1
9ijj	3V	Q99LT0	PF05186	1
9ijj	3W	Q99LT0	PF05186	1
9ijj	3X	Q99LT0	PF05186	1
9ijj	3Y	Q99LT0	PF05186	1
9ijj	4A	A0A0G2JEB6	PF22544	1
9ijj	4A	A0A0G2JEB6	PF24529	1
9ijj	4A	A0A0G2JEB6	PF26579	1
9ijj	4B	A0A0G2JEB6	PF26579	1
9ijj	4B	A0A0G2JEB6	PF24529	1
9ijj	4B	A0A0G2JEB6	PF22544	1
9ijj	4C	Q920G9	PF00651	1
9ijj	4C	Q920G9	PF07707	1
9ijj	4D	Q920G9	PF00651	1
9ijj	4D	Q920G9	PF07707	1
9ijj	4E	Q920G9	PF00651	1
9ijj	4E	Q920G9	PF07707	1
9ijj	4F	Q920G9	PF07707	1
9ijj	4F	Q920G9	PF00651	1
9ijj	4G	Q80W93	PF24816	1
9ijj	4G	Q80W93	PF22544	1
9ijj	4G	Q80W93	PF17213	1
9ijj	4G	Q80W93	PF14874	1
9ijj	4H	Q80W93	PF24816	1
9ijj	4H	Q80W93	PF22544	1
9ijj	4H	Q80W93	PF14874	1
9ijj	4H	Q80W93	PF17213	1
9ijj	4I	Q80W93	PF22544	1
9ijj	4I	Q80W93	PF24816	1
9ijj	4I	Q80W93	PF14874	1
9ijj	4I	Q80W93	PF17213	1
9ijj	4J	Q80W93	PF22544	1
9ijj	4J	Q80W93	PF24816	1
9ijj	4J	Q80W93	PF17213	1
9ijj	4J	Q80W93	PF14874	1
9ijj	4K	Q80W93	PF17213	1
9ijj	4K	Q80W93	PF22544	1
9ijj	4K	Q80W93	PF24816	1
9ijj	4K	Q80W93	PF14874	1
9ijj	4L	Q8C9J3	PF24082	1
9ijj	4L	Q8C9J3	PF22946	1
9ijj	4L	Q8C9J3	PF06294	1
9ijj	4L	Q8C9J3	PF00406	1
9ijj	4M	Q8C9J3	PF24082	1
9ijj	4M	Q8C9J3	PF22946	1
9ijj	4M	Q8C9J3	PF06294	1
9ijj	4M	Q8C9J3	PF00406	1
9ijj	4N	Q8C9J3	PF00406	1
9ijj	4N	Q8C9J3	PF22946	1
9ijj	4N	Q8C9J3	PF06294	1
9ijj	4N	Q8C9J3	PF24082	1
9ijj	4O	Q9D5S7	PF00625	1
9ijj	4O	Q9D5S7	PF14580	1
9ijj	4P	Q9D5S7	PF00625	1
9ijj	4P	Q9D5S7	PF14580	1
9ijj	4Q	Q9D5S7	PF14580	1
9ijj	4Q	Q9D5S7	PF00625	1
9ijj	4R	Q7TSV6	PF00155	1
9ijj	4S	Q7TSV6	PF00155	1
9ijj	4T	Q7TSV6	PF00155	1
9ijj	4U	Q7TSV6	PF00155	1
9ijj	4V	Q7TSV6	PF00155	1
9ijj	4W	Q7TSV6	PF00155	1
9ijj	4X	Q8C0R9	PF13855	1
9ijj	4X	Q8C0R9	PF23598	1
9ijj	4X	Q8C0R9	PF24978	1
9ijj	4Y	Q8C0R9	PF24978	1
9ijj	4Y	Q8C0R9	PF13855	1
9ijj	4Y	Q8C0R9	PF23598	1
9ijj	4Z	Q3UYH7	PF00169	1
9ijj	4Z	Q3UYH7	PF00069	1
9ijj	4Z	Q3UYH7	PF00615	1
9ijj	4a	P63087	PF00149	1
9ijj	4a	P63087	PF16891	1
9ijj	4b	Q8C052	PF23415	1
9ijj	4b	Q8C052	PF25281	1
9ijj	4c	Q8C052	PF25281	1
9ijj	4c	Q8C052	PF23415	1
9ijj	5B	Q8C0W1	PF12796	1
9ijj	5B	Q8C0W1	PF02493	1
9ijj	5B	Q8C0W1	PF13637	1
9ijj	5B	Q8C0W1	PF01753	1
9ijj	A	E9Q2C0	PF25439	1
9ijj	A1	Q9JLI7	PF00514	1
9ijj	A2	Q8BH53	PF21049	1
9ijj	A3	Q8BH53	PF21049	1
9ijj	A4	Q8BH53	PF21049	1
9ijj	AA	Q9JLI7	PF00514	1
9ijj	AB	Q9JLI7	PF00514	1
9ijj	AC	Q9JLI7	PF00514	1
9ijj	AD	Q9JLI7	PF00514	1
9ijj	AE	Q9JLI7	PF00514	1
9ijj	AF	Q9JLI7	PF00514	1
9ijj	AG	Q9JLI7	PF00514	1
9ijj	AH	Q9JLI7	PF00514	1
9ijj	AI	Q9JLI7	PF00514	1
9ijj	AJ	Q9JLI7	PF00514	1
9ijj	AK	Q9JLI7	PF00514	1
9ijj	AL	Q9JLI7	PF00514	1
9ijj	AM	Q9JLI7	PF00514	1
9ijj	AN	Q9JLI7	PF00514	1
9ijj	AO	Q9JLI7	PF00514	1
9ijj	AP	Q9JLI7	PF00514	1
9ijj	AQ	Q9JLI7	PF00514	1
9ijj	AR	Q9JLI7	PF00514	1
9ijj	AS	Q9JLI7	PF00514	1
9ijj	AT	Q9JLI7	PF00514	1
9ijj	AU	Q9JLI7	PF00514	1
9ijj	AV	Q9JLI7	PF00514	1
9ijj	AW	Q9JLI7	PF00514	1
9ijj	AX	Q9JLI7	PF00514	1
9ijj	AY	Q9JLI7	PF00514	1
9ijj	AZ	Q9JLI7	PF00514	1
9ijj	Ab	P68372	PF03953	1
9ijj	Ab	P68372	PF00091	1
9ijj	Ac	P05214	PF00091	1
9ijj	Ac	P05214	PF03953	1
9ijj	Ad	P68372	PF03953	1
9ijj	Ad	P68372	PF00091	1
9ijj	Ae	P05214	PF03953	1
9ijj	Ae	P05214	PF00091	1
9ijj	Af	P68372	PF03953	1
9ijj	Af	P68372	PF00091	1
9ijj	Ag	P05214	PF03953	1
9ijj	Ag	P05214	PF00091	1
9ijj	Ah	P68372	PF00091	1
9ijj	Ah	P68372	PF03953	1
9ijj	Ai	P05214	PF00091	1
9ijj	Ai	P05214	PF03953	1
9ijj	Aj	P68372	PF00091	1
9ijj	Aj	P68372	PF03953	1
9ijj	Ak	P05214	PF03953	1
9ijj	Ak	P05214	PF00091	1
9ijj	An	P68372	PF00091	1
9ijj	An	P68372	PF03953	1
9ijj	Ao	P05214	PF03953	1
9ijj	Ao	P05214	PF00091	1
9ijj	Ap	P68372	PF00091	1
9ijj	Ap	P68372	PF03953	1
9ijj	Aq	P05214	PF03953	1
9ijj	Aq	P05214	PF00091	1
9ijj	Ar	P68372	PF00091	1
9ijj	Ar	P68372	PF03953	1
9ijj	As	P05214	PF00091	1
9ijj	As	P05214	PF03953	1
9ijj	At	P68372	PF00091	1
9ijj	At	P68372	PF03953	1
9ijj	Au	P05214	PF03953	1
9ijj	Au	P05214	PF00091	1
9ijj	Av	P68372	PF00091	1
9ijj	Av	P68372	PF03953	1
9ijj	Aw	P05214	PF03953	1
9ijj	Aw	P05214	PF00091	1
9ijj	B	E9Q2C0	PF25439	1
9ijj	Bb	P68372	PF03953	1
9ijj	Bb	P68372	PF00091	1
9ijj	Bc	P05214	PF03953	1
9ijj	Bc	P05214	PF00091	1
9ijj	Bd	P68372	PF03953	1
9ijj	Bd	P68372	PF00091	1
9ijj	Be	P05214	PF03953	1
9ijj	Be	P05214	PF00091	1
9ijj	Bf	P68372	PF03953	1
9ijj	Bf	P68372	PF00091	1
9ijj	Bg	P05214	PF00091	1
9ijj	Bg	P05214	PF03953	1
9ijj	Bh	P68372	PF00091	1
9ijj	Bh	P68372	PF03953	1
9ijj	Bi	P05214	PF00091	1
9ijj	Bi	P05214	PF03953	1
9ijj	Bj	P68372	PF03953	1
9ijj	Bj	P68372	PF00091	1
9ijj	Bk	P05214	PF00091	1
9ijj	Bk	P05214	PF03953	1
9ijj	Bm	P05214	PF00091	1
9ijj	Bm	P05214	PF03953	1
9ijj	Bn	P68372	PF00091	1
9ijj	Bn	P68372	PF03953	1
9ijj	Bo	P05214	PF00091	1
9ijj	Bo	P05214	PF03953	1
9ijj	Bp	P68372	PF00091	1
9ijj	Bp	P68372	PF03953	1
9ijj	Bq	P05214	PF00091	1
9ijj	Bq	P05214	PF03953	1
9ijj	Br	P68372	PF03953	1
9ijj	Br	P68372	PF00091	1
9ijj	Bs	P05214	PF03953	1
9ijj	Bs	P05214	PF00091	1
9ijj	Bt	P68372	PF03953	1
9ijj	Bt	P68372	PF00091	1
9ijj	Bu	P05214	PF00091	1
9ijj	Bu	P05214	PF03953	1
9ijj	Bv	P68372	PF03953	1
9ijj	Bv	P68372	PF00091	1
9ijj	C	Q3UY96	PF24771	1
9ijj	C	Q3UY96	PF24770	1
9ijj	C	Q3UY96	PF24798	1
9ijj	C	Q3UY96	PF24778	1
9ijj	Cb	P68372	PF00091	1
9ijj	Cb	P68372	PF03953	1
9ijj	Cc	P05214	PF03953	1
9ijj	Cc	P05214	PF00091	1
9ijj	Cd	P68372	PF03953	1
9ijj	Cd	P68372	PF00091	1
9ijj	Ce	P05214	PF00091	1
9ijj	Ce	P05214	PF03953	1
9ijj	Cf	P68372	PF00091	1
9ijj	Cf	P68372	PF03953	1
9ijj	Cg	P05214	PF03953	1
9ijj	Cg	P05214	PF00091	1
9ijj	Ch	P68372	PF00091	1
9ijj	Ch	P68372	PF03953	1
9ijj	Ci	P05214	PF00091	1
9ijj	Ci	P05214	PF03953	1
9ijj	Cj	P68372	PF00091	1
9ijj	Cj	P68372	PF03953	1
9ijj	Ck	P05214	PF00091	1
9ijj	Ck	P05214	PF03953	1
9ijj	Cm	P05214	PF00091	1
9ijj	Cm	P05214	PF03953	1
9ijj	Cn	P68372	PF03953	1
9ijj	Cn	P68372	PF00091	1
9ijj	Co	P05214	PF03953	1
9ijj	Co	P05214	PF00091	1
9ijj	Cp	P68372	PF03953	1
9ijj	Cp	P68372	PF00091	1
9ijj	Cq	P05214	PF00091	1
9ijj	Cq	P05214	PF03953	1
9ijj	Cr	P68372	PF03953	1
9ijj	Cr	P68372	PF00091	1
9ijj	Cs	P05214	PF03953	1
9ijj	Cs	P05214	PF00091	1
9ijj	Ct	P68372	PF03953	1
9ijj	Ct	P68372	PF00091	1
9ijj	Cu	P05214	PF00091	1
9ijj	Cu	P05214	PF03953	1
9ijj	Cv	P68372	PF03953	1
9ijj	Cv	P68372	PF00091	1
9ijj	D	Q3UY96	PF24798	1
9ijj	D	Q3UY96	PF24771	1
9ijj	D	Q3UY96	PF24770	1
9ijj	D	Q3UY96	PF24778	1
9ijj	Db	P68372	PF03953	1
9ijj	Db	P68372	PF00091	1
9ijj	Dc	P05214	PF00091	1
9ijj	Dc	P05214	PF03953	1
9ijj	Dd	P68372	PF00091	1
9ijj	Dd	P68372	PF03953	1
9ijj	De	P05214	PF00091	1
9ijj	De	P05214	PF03953	1
9ijj	Df	P68372	PF03953	1
9ijj	Df	P68372	PF00091	1
9ijj	Dg	P05214	PF03953	1
9ijj	Dg	P05214	PF00091	1
9ijj	Dh	P68372	PF00091	1
9ijj	Dh	P68372	PF03953	1
9ijj	Di	P05214	PF00091	1
9ijj	Di	P05214	PF03953	1
9ijj	Dj	P68372	PF03953	1
9ijj	Dj	P68372	PF00091	1
9ijj	Dk	P05214	PF03953	1
9ijj	Dk	P05214	PF00091	1
9ijj	Dm	P05214	PF00091	1
9ijj	Dm	P05214	PF03953	1
9ijj	Dn	P68372	PF03953	1
9ijj	Dn	P68372	PF00091	1
9ijj	Do	P05214	PF03953	1
9ijj	Do	P05214	PF00091	1
9ijj	Dp	P68372	PF03953	1
9ijj	Dp	P68372	PF00091	1
9ijj	Dq	P05214	PF00091	1
9ijj	Dq	P05214	PF03953	1
9ijj	Dr	P68372	PF03953	1
9ijj	Dr	P68372	PF00091	1
9ijj	Ds	P05214	PF00091	1
9ijj	Ds	P05214	PF03953	1
9ijj	Dt	P68372	PF00091	1
9ijj	Dt	P68372	PF03953	1
9ijj	Du	P05214	PF03953	1
9ijj	Du	P05214	PF00091	1
9ijj	Dv	P68372	PF00091	1
9ijj	Dv	P68372	PF03953	1
9ijj	E	Q3UY96	PF24778	1
9ijj	E	Q3UY96	PF24771	1
9ijj	E	Q3UY96	PF24770	1
9ijj	E	Q3UY96	PF24798	1
9ijj	Eb	P68372	PF00091	1
9ijj	Eb	P68372	PF03953	1
9ijj	Ec	P05214	PF00091	1
9ijj	Ec	P05214	PF03953	1
9ijj	Ed	P68372	PF03953	1
9ijj	Ed	P68372	PF00091	1
9ijj	Ee	P05214	PF03953	1
9ijj	Ee	P05214	PF00091	1
9ijj	Ef	P68372	PF00091	1
9ijj	Ef	P68372	PF03953	1
9ijj	Eg	P05214	PF00091	1
9ijj	Eg	P05214	PF03953	1
9ijj	Eh	P68372	PF03953	1
9ijj	Eh	P68372	PF00091	1
9ijj	Ei	P05214	PF03953	1
9ijj	Ei	P05214	PF00091	1
9ijj	Ej	P68372	PF03953	1
9ijj	Ej	P68372	PF00091	1
9ijj	Ek	P05214	PF03953	1
9ijj	Ek	P05214	PF00091	1
9ijj	Em	P05214	PF03953	1
9ijj	Em	P05214	PF00091	1
9ijj	En	P68372	PF03953	1
9ijj	En	P68372	PF00091	1
9ijj	Eo	P05214	PF03953	1
9ijj	Eo	P05214	PF00091	1
9ijj	Ep	P68372	PF03953	1
9ijj	Ep	P68372	PF00091	1
9ijj	Eq	P05214	PF03953	1
9ijj	Eq	P05214	PF00091	1
9ijj	Er	P68372	PF00091	1
9ijj	Er	P68372	PF03953	1
9ijj	Es	P05214	PF00091	1
9ijj	Es	P05214	PF03953	1
9ijj	Et	P68372	PF03953	1
9ijj	Et	P68372	PF00091	1
9ijj	Eu	P05214	PF00091	1
9ijj	Eu	P05214	PF03953	1
9ijj	Ev	P68372	PF03953	1
9ijj	Ev	P68372	PF00091	1
9ijj	F	J3QNE4	PF14644	1
9ijj	F	J3QNE4	PF14643	1
9ijj	Fa	P05214	PF00091	1
9ijj	Fa	P05214	PF03953	1
9ijj	Fb	P68372	PF00091	1
9ijj	Fb	P68372	PF03953	1
9ijj	Fc	P05214	PF00091	1
9ijj	Fc	P05214	PF03953	1
9ijj	Fd	P68372	PF00091	1
9ijj	Fd	P68372	PF03953	1
9ijj	Fe	P05214	PF00091	1
9ijj	Fe	P05214	PF03953	1
9ijj	Ff	P68372	PF03953	1
9ijj	Ff	P68372	PF00091	1
9ijj	Fg	P05214	PF00091	1
9ijj	Fg	P05214	PF03953	1
9ijj	Fh	P68372	PF03953	1
9ijj	Fh	P68372	PF00091	1
9ijj	Fi	P05214	PF03953	1
9ijj	Fi	P05214	PF00091	1
9ijj	Fj	P68372	PF00091	1
9ijj	Fj	P68372	PF03953	1
9ijj	Fn	P68372	PF00091	1
9ijj	Fn	P68372	PF03953	1
9ijj	Fo	P05214	PF00091	1
9ijj	Fo	P05214	PF03953	1
9ijj	Fp	P68372	PF00091	1
9ijj	Fp	P68372	PF03953	1
9ijj	Fq	P05214	PF00091	1
9ijj	Fq	P05214	PF03953	1
9ijj	Fr	P68372	PF00091	1
9ijj	Fr	P68372	PF03953	1
9ijj	Fs	P05214	PF03953	1
9ijj	Fs	P05214	PF00091	1
9ijj	Ft	P68372	PF00091	1
9ijj	Ft	P68372	PF03953	1
9ijj	Fu	P05214	PF00091	1
9ijj	Fu	P05214	PF03953	1
9ijj	Fv	P68372	PF00091	1
9ijj	Fv	P68372	PF03953	1
9ijj	Fw	P05214	PF03953	1
9ijj	Fw	P05214	PF00091	1
9ijj	G	J3QNE4	PF14643	1
9ijj	G	J3QNE4	PF14644	1
9ijj	Ga	P05214	PF03953	1
9ijj	Ga	P05214	PF00091	1
9ijj	Gb	P68372	PF00091	1
9ijj	Gb	P68372	PF03953	1
9ijj	Gc	P05214	PF00091	1
9ijj	Gc	P05214	PF03953	1
9ijj	Gd	P68372	PF03953	1
9ijj	Gd	P68372	PF00091	1
9ijj	Ge	P05214	PF03953	1
9ijj	Ge	P05214	PF00091	1
9ijj	Gf	P68372	PF00091	1
9ijj	Gf	P68372	PF03953	1
9ijj	Gg	P05214	PF03953	1
9ijj	Gg	P05214	PF00091	1
9ijj	Gh	P68372	PF00091	1
9ijj	Gh	P68372	PF03953	1
9ijj	Gi	P05214	PF00091	1
9ijj	Gi	P05214	PF03953	1
9ijj	Gj	P68372	PF00091	1
9ijj	Gj	P68372	PF03953	1
9ijj	Gn	P68372	PF00091	1
9ijj	Gn	P68372	PF03953	1
9ijj	Go	P05214	PF00091	1
9ijj	Go	P05214	PF03953	1
9ijj	Gp	P68372	PF03953	1
9ijj	Gp	P68372	PF00091	1
9ijj	Gq	P05214	PF03953	1
9ijj	Gq	P05214	PF00091	1
9ijj	Gr	P68372	PF03953	1
9ijj	Gr	P68372	PF00091	1
9ijj	Gs	P05214	PF03953	1
9ijj	Gs	P05214	PF00091	1
9ijj	Gt	P68372	PF03953	1
9ijj	Gt	P68372	PF00091	1
9ijj	Gu	P05214	PF00091	1
9ijj	Gu	P05214	PF03953	1
9ijj	Gv	P68372	PF03953	1
9ijj	Gv	P68372	PF00091	1
9ijj	Gw	P05214	PF03953	1
9ijj	Gw	P05214	PF00091	1
9ijj	H	Q8C6S9	PF14858	1
9ijj	Ha	P05214	PF00091	1
9ijj	Ha	P05214	PF03953	1
9ijj	Hb	P68372	PF03953	1
9ijj	Hb	P68372	PF00091	1
9ijj	Hc	P05214	PF00091	1
9ijj	Hc	P05214	PF03953	1
9ijj	Hd	P68372	PF00091	1
9ijj	Hd	P68372	PF03953	1
9ijj	He	P05214	PF03953	1
9ijj	He	P05214	PF00091	1
9ijj	Hf	P68372	PF00091	1
9ijj	Hf	P68372	PF03953	1
9ijj	Hg	P05214	PF00091	1
9ijj	Hg	P05214	PF03953	1
9ijj	Hh	P68372	PF00091	1
9ijj	Hh	P68372	PF03953	1
9ijj	Hi	P05214	PF00091	1
9ijj	Hi	P05214	PF03953	1
9ijj	Hj	P68372	PF03953	1
9ijj	Hj	P68372	PF00091	1
9ijj	Hn	P68372	PF00091	1
9ijj	Hn	P68372	PF03953	1
9ijj	Ho	P05214	PF03953	1
9ijj	Ho	P05214	PF00091	1
9ijj	Hp	P68372	PF00091	1
9ijj	Hp	P68372	PF03953	1
9ijj	Hq	P05214	PF03953	1
9ijj	Hq	P05214	PF00091	1
9ijj	Hr	P68372	PF00091	1
9ijj	Hr	P68372	PF03953	1
9ijj	Hs	P05214	PF00091	1
9ijj	Hs	P05214	PF03953	1
9ijj	Ht	P68372	PF00091	1
9ijj	Ht	P68372	PF03953	1
9ijj	Hu	P05214	PF00091	1
9ijj	Hu	P05214	PF03953	1
9ijj	Hv	P68372	PF03953	1
9ijj	Hv	P68372	PF00091	1
9ijj	Hw	P05214	PF03953	1
9ijj	Hw	P05214	PF00091	1
9ijj	I	Q8C6S9	PF14858	1
9ijj	Ia	P05214	PF00091	1
9ijj	Ia	P05214	PF03953	1
9ijj	Ib	P68372	PF00091	1
9ijj	Ib	P68372	PF03953	1
9ijj	Ic	P05214	PF00091	1
9ijj	Ic	P05214	PF03953	1
9ijj	Id	P68372	PF03953	1
9ijj	Id	P68372	PF00091	1
9ijj	Ie	P05214	PF00091	1
9ijj	Ie	P05214	PF03953	1
9ijj	If	P68372	PF00091	1
9ijj	If	P68372	PF03953	1
9ijj	Ig	P05214	PF03953	1
9ijj	Ig	P05214	PF00091	1
9ijj	Ih	P68372	PF00091	1
9ijj	Ih	P68372	PF03953	1
9ijj	Ii	P05214	PF03953	1
9ijj	Ii	P05214	PF00091	1
9ijj	Ij	P68372	PF03953	1
9ijj	Ij	P68372	PF00091	1
9ijj	In	P68372	PF00091	1
9ijj	In	P68372	PF03953	1
9ijj	Io	P05214	PF03953	1
9ijj	Io	P05214	PF00091	1
9ijj	Ip	P68372	PF00091	1
9ijj	Ip	P68372	PF03953	1
9ijj	Iq	P05214	PF03953	1
9ijj	Iq	P05214	PF00091	1
9ijj	Ir	P68372	PF00091	1
9ijj	Ir	P68372	PF03953	1
9ijj	Is	P05214	PF03953	1
9ijj	Is	P05214	PF00091	1
9ijj	It	P68372	PF00091	1
9ijj	It	P68372	PF03953	1
9ijj	Iu	P05214	PF00091	1
9ijj	Iu	P05214	PF03953	1
9ijj	Iv	P68372	PF00091	1
9ijj	Iv	P68372	PF03953	1
9ijj	Iw	P05214	PF03953	1
9ijj	Iw	P05214	PF00091	1
9ijj	Ja	P05214	PF00091	1
9ijj	Ja	P05214	PF03953	1
9ijj	Jb	P68372	PF03953	1
9ijj	Jb	P68372	PF00091	1
9ijj	Jc	P05214	PF00091	1
9ijj	Jc	P05214	PF03953	1
9ijj	Jd	P68372	PF00091	1
9ijj	Jd	P68372	PF03953	1
9ijj	Je	P05214	PF00091	1
9ijj	Je	P05214	PF03953	1
9ijj	Jf	P68372	PF00091	1
9ijj	Jf	P68372	PF03953	1
9ijj	Jg	P05214	PF03953	1
9ijj	Jg	P05214	PF00091	1
9ijj	Jh	P68372	PF00091	1
9ijj	Jh	P68372	PF03953	1
9ijj	Ji	P05214	PF03953	1
9ijj	Ji	P05214	PF00091	1
9ijj	Jj	P68372	PF03953	1
9ijj	Jj	P68372	PF00091	1
9ijj	Jn	P68372	PF03953	1
9ijj	Jn	P68372	PF00091	1
9ijj	Jo	P05214	PF03953	1
9ijj	Jo	P05214	PF00091	1
9ijj	Jp	P68372	PF03953	1
9ijj	Jp	P68372	PF00091	1
9ijj	Jq	P05214	PF03953	1
9ijj	Jq	P05214	PF00091	1
9ijj	Jr	P68372	PF00091	1
9ijj	Jr	P68372	PF03953	1
9ijj	Js	P05214	PF03953	1
9ijj	Js	P05214	PF00091	1
9ijj	Jt	P68372	PF03953	1
9ijj	Jt	P68372	PF00091	1
9ijj	Ju	P05214	PF00091	1
9ijj	Ju	P05214	PF03953	1
